SAGDP2 Gross domestic product (GDP) by state 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGDP2 Gross domestic product (GDP) by state 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State or DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
6000,California,83,  Government and government enterprises,134912.6,142788.8,151171.1,164496.6,177192.7,187555,197032.5,205642.9,214838.9,226277.6,242482.5,254597.5,254493.9,257853.7,263243,264718.3,275423.5,289796.3,306383.7,319532.6,324562.5,338126.5,346832.8,355652.2,368985.3,380014.6,409056.8,436530.2
6000,California,84,    Federal civilian,24140.6,24791.7,25339.4,26259.7,26050.8,27454.1,28558.3,29685.5,30465.2,31239.8,32415.8,33826.6,34899.7,37320.9,37310.2,37479.2,37148.2,38646.6,40428.4,41858.9,43731.2,45739.1,46722.8,50253.6,52043.4,54376,57531.2,60000.5
6000,California,85,    Military,16218.1,16141.9,16056.6,16522.9,17029.7,18024.3,20016.3,21510.8,22575.1,23656.9,24843.3,26694.6,27988.7,29193.9,29553.5,29667.7,28960.7,28434,28116.4,29532.1,29092.4,27638.9,27775.5,28981.6,30915,31331.8,32618.5,33620.4
6000,California,86,    State and local,94553.9,101855.3,109775,121714,134112.2,142076.5,148457.9,154446.7,161798.6,171380.9,185223.4,194076.3,191605.5,191338.8,196379.3,197571.5,209314.6,222715.7,237839,248141.7,251738.9,264748.5,272334.5,276416.9,286026.8,294306.8,318907.1,342909.3
6000,California,,Addenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,California,87,Natural resources and mining,24882.1,21410.2,22432.7,25375.1,24339.7,24663.5,28157.7,34472.6,38109.6,42133,50001.2,51482.6,42813.3,46621.7,52973.9,55559.7,58162.9,58708.5,47618.7,45341.6,49094.8,48635.5,46063.7,46546,54125.3,61305.2,59117.2,62965.4
6000,California,88,Trade,140137.4,151634.2,159600.3,171359.9,174980.6,179180.8,188456.3,199620.7,214273.4,228135.2,231466.2,224792.9,209410.7,222124.3,235328.8,244341.4,261895.8,278097.1,300093,299876.6,313507.6,322191.8,346101.2,344343.3,383642.6,418142.1,427020.5,442596.1
6000,California,89,Transportation and utilities,46090,47261.2,49376.8,52446,48384.7,54002.8,55802.3,59651.4,61422,71246.8,71088.2,70783.3,70520.2,74991.3,77986.3,78032.5,83433.2,88952.4,96871,104311.2,113392.8,122520.5,135396.7,127646.2,155080.2,175792,181066.9,190648.6
6000,California,90,Manufacturing and information,220188,235813.5,267810.4,291015.5,270835.1,263382.4,282180.5,299688.4,328013.3,347712.7,368942.3,387578.5,358224.3,368013.2,374883.1,390445.7,435156.7,454859.5,494034.9,519900.5,566072.9,603323.5,641591.4,646236.4,728237,736761.2,780608.6,823235.5
6000,California,91,Private goods-producing industries 2,216688,227030.2,249295.7,285827.2,260957.4,247003.4,271983.7,297786.8,338208.6,360052.8,375906.5,373384.9,334633.2,327808.3,333049.6,353715.9,376869.2,395031.9,407293.6,418299.5,454430.6,493674.7,510824.8,496343.5,548939.8,574209.3,592227,601251.9
6000,California,92,Private services-providing industries 3,716448.1,773853.5,839306.7,904467.5,935120.7,984763.4,1029561.8,1081651.7,1145810.9,1225831.2,1281831.4,1318259.1,1290682.4,1352941.2,1417757.7,1490438.9,1571008.2,1657390.6,1773479.1,1848653,1961557.2,2067729.6,2210972,2220932,2500331,2664065.8,2825723.5,3010326.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend/Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Gross Domestic Product (GDP) is in millions of current dollars (not adjusted for inflation). Industry detail is based on the 2017 North American Industry Classification System (NAICS). Calculations are performed on unrounded data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. The private goods-producing industries consist of agriculture, forestry, fishing, and hunting; mining, quarrying, and oil and gas extraction; construction; and manufacturing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3. The private services-producing industries consist of utilities; wholesale trade; retail trade; transportation and warehousing, excluding Postal Service; information; finance and insurance; real estate, rental, and leasing; professional, scientific, and technical services; management of companies; administrative and support and waste management and remediation services; educational services; health care and social assistance; arts, entertainment, and recreation; accommodation and food services; and other services (except government and government enterprises).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Last updated: September 26, 2025-- revised statistics for 2020-2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
